id_1;factor_expansion;EDU_1_4;EDU_5_1;EDU_5_2;EDU_5_3;EDU_5_4;EDU_8_1;EDU_11_1;EDU_12_1;EDU_12_2;EDU_12_3;EDU_12_4;EDU_12_5;EDU_12_6;EDU_12_7;EDU_12_8;EDU_12_9;EDU_12_10;EDU_12_11;EDU_12_12;EDU_12_13;EDU_12_14;EDU_12_15;EDU_12_16;EDU_12_17;EDU_12_18;EDU_12_19;PER_1_1;PER_2_1;EDU_2_1;EDU_7_1
1569;7;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Buena;Suficiente;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Suficiente;Suficiente;Suficiente;Femenino;35-44 años;Ciencias médicas y de la salud;El 2012 o después
1124;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Masculino;45-54 años;Ciencias naturales;Antes del 2012
1327;8;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Muy buena;Buena;Suficiente;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Pobre;Suficiente;Masculino;< 35 años;Humanidades;El 2012 o después
926;7;Chile;Si;Si;No;No;Jornada parcial;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Femenino;55-64 años;Ciencias naturales;Antes del 2012
1143;7;Otros;Si;No;Si;No;Jornada parcial;Beca o subsidio de una institución extranjera;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Pobre;Buena;Suficiente;Femenino;35-44 años;Ciencias sociales;El 2012 o después
413;7;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Buena;Muy buena;Muy buena;Suficiente;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Suficiente;Buena;Suficiente;Femenino;35-44 años;Ciencias médicas y de la salud;Antes del 2012
455;8;Otros;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Buena;Muy buena;Pobre;Pobre;Pobre;Suficiente;Suficiente;Suficiente;Suficiente;Pobre;Buena;Pobre;Pobre;Pobre;Muy buena;Pobre;Muy pobre;Masculino;65-69 años;Ciencias naturales;Antes del 2012
2256;7;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Muy buena;Buena;Femenino;35-44 años;Ciencias naturales;Antes del 2012
1727;7;Chile;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Suficiente;Suficiente;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Muy buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Femenino;35-44 años;Ciencias sociales;El 2012 o después
2085;7;Otros;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Pobre;Suficiente;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Suficiente;Pobre;Femenino;35-44 años;Ciencias sociales;El 2012 o después
1822;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Muy buena;Suficiente;Pobre;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Suficiente;Suficiente;Pobre;Masculino;45-54 años;Ciencias naturales;Antes del 2012
2119;8;Chile;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Suficiente;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Suficiente;Pobre;Masculino;55-64 años;Humanidades;El 2012 o después
1465;7;Otros;Si;Si;Si;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Femenino;45-54 años;Ingeniería y tecnología;Antes del 2012
371;7;Otros;Si;No;Si;No;Jornada parcial;Ingresos por otro tipo de trabajo distinto a docente o de investigación;Buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Pobre;Femenino;45-54 años;Ciencias sociales;El 2012 o después
300;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Buena;Muy buena;Masculino;35-44 años;Ciencias médicas y de la salud;Antes del 2012
2212;8;Otros;Si;No;Si;No;Jornada parcial;Ingresos por trabajo de asistente docente o de investigación;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Buena;Masculino;55-64 años;Ciencias sociales;Antes del 2012
745;7;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Femenino;45-54 años;Ciencias naturales;Antes del 2012
1300;8;Otros;Si;Si;No;Si;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Masculino;45-54 años;Ingeniería y tecnología;Antes del 2012
1818;7;Otros;Si;Si;No;Si;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Suficiente;Suficiente;Femenino;35-44 años;Ciencias naturales;El 2012 o después
474;8;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Masculino;35-44 años;Ciencias naturales;El 2012 o después
1910;8;Chile;Si;No;Si;No;Jornada completa;Beca o subsidio de la entidad empleadora;Suficiente;Suficiente;Muy buena;Buena;Buena;Pobre;Buena;Buena;Buena;Buena;Buena;Muy buena;Suficiente;Suficiente;Suficiente;Suficiente;Buena;Buena;Pobre;Masculino;45-54 años;Ingeniería y tecnología;Antes del 2012
1797;7;Otros;No;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Buena;Muy buena;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Buena;Buena;Suficiente;Femenino;35-44 años;Ciencias sociales;El 2012 o después
1094;8;Otros;Si;No;Si;No;Jornada parcial;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Masculino;35-44 años;Ciencias sociales;El 2012 o después
869;8;Otros;Si;No;Si;Si;Jornada parcial;Beca o subsidio de una institución extranjera;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Masculino;35-44 años;Ciencias sociales;El 2012 o después
804;7;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Muy buena;Suficiente;Buena;Suficiente;Buena;Suficiente;Muy buena;Suficiente;Buena;Buena;Suficiente;Suficiente;Suficiente;Femenino;35-44 años;Ciencias naturales;El 2012 o después
1902;7;Chile;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Suficiente;Femenino;45-54 años;Ciencias sociales;El 2012 o después
909;8;Otros;Si;Si;Si;Si;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Muy buena;Masculino;65-69 años;Ingeniería y tecnología;Antes del 2012
1284;7;Otros;No;No;Si;No;Jornada completa;Ahorros personales;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Femenino;45-54 años;Ciencias sociales;El 2012 o después
2425;7;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Buena;Muy buena;Buena;Suficiente;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Pobre;Femenino;35-44 años;Ciencias naturales;El 2012 o después
1332;8;Chile;Si;No;Si;No;Jornada parcial;Ahorros personales;Suficiente;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Suficiente;Suficiente;Buena;Buena;Buena;Buena;Buena;Masculino;55-64 años;Ciencias sociales;El 2012 o después
1595;8;Otros;Si;Si;Si;Si;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Suficiente;Muy buena;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Masculino;< 35 años;Ingeniería y tecnología;El 2012 o después
1578;7;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Suficiente;Femenino;35-44 años;Ciencias naturales;Antes del 2012
485;7;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Suficiente;Buena;Buena;Buena;Muy buena;Muy buena;Suficiente;Buena;Muy buena;Buena;Buena;Suficiente;Buena;Buena;Femenino;45-54 años;Ciencias sociales;Antes del 2012
122;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Suficiente;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Muy buena;Suficiente;Muy buena;Suficiente;Muy buena;Suficiente;Buena;Buena;Muy pobre;Masculino;< 35 años;Ciencias agrícolas y veterinarias;El 2012 o después
140;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Buena;Buena;Suficiente;Buena;Suficiente;Buena;Buena;Buena;Suficiente;Buena;Buena;Buena;Buena;Suficiente;Muy buena;Pobre;Masculino;45-54 años;Ciencias agrícolas y veterinarias;Antes del 2012
1060;7;Otros;No;No;Si;No;Jornada completa;Beca o subsidio de una institución extranjera;Buena;Suficiente;Buena;Muy buena;Suficiente;Buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Suficiente;Buena;Suficiente;Femenino;35-44 años;Ciencias médicas y de la salud;El 2012 o después
2239;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Masculino;< 35 años;Ingeniería y tecnología;El 2012 o después
1880;7;Otros;Si;Si;Si;No;Jornada parcial;Beca o subsidio de una institución extranjera;Pobre;Suficiente;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Buena;Muy buena;Muy buena;Buena;Suficiente;Femenino;45-54 años;Humanidades;Antes del 2012
592;8;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Pobre;Masculino;35-44 años;Ciencias médicas y de la salud;El 2012 o después
325;8;Otros;No;Si;Si;No;Jornada completa;Otros;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Suficiente;Suficiente;Suficiente;Suficiente;Buena;Suficiente;Masculino;45-54 años;Ciencias naturales;Antes del 2012
2330;8;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Masculino;45-54 años;Ciencias sociales;Antes del 2012
143;8;Otros;Si;Si;Si;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Masculino;45-54 años;Ingeniería y tecnología;Antes del 2012
1817;7;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Buena;Buena;Suficiente;Suficiente;Buena;Buena;Buena;Buena;Buena;Suficiente;Muy buena;Pobre;Muy buena;Buena;Suficiente;Buena;Pobre;Femenino;< 35 años;Ciencias naturales;El 2012 o después
933;8;Otros;Si;Si;No;No;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Suficiente;Masculino;45-54 años;Ciencias naturales;Antes del 2012
1170;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Muy pobre;Masculino;35-44 años;Ciencias médicas y de la salud;El 2012 o después
2369;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Muy pobre;Masculino;35-44 años;Ciencias naturales;El 2012 o después
854;7;Otros;Si;No;No;No;Jornada parcial;Beca o subsidio de una institución extranjera;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Buena;Muy buena;Buena;Buena;Suficiente;Buena;Buena;Buena;Suficiente;Suficiente;Femenino;35-44 años;Ciencias naturales;Antes del 2012
1594;7;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Muy buena;Buena;Suficiente;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Femenino;35-44 años;Ciencias naturales;El 2012 o después
2181;7;Otros;Si;Si;Si;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Buena;Buena;Buena;Pobre;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Femenino;55-64 años;Ciencias agrícolas y veterinarias;El 2012 o después
643;7;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Pobre;Muy buena;Buena;Buena;Suficiente;Buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Suficiente;Pobre;Femenino;< 35 años;Ciencias médicas y de la salud;El 2012 o después
1078;7;Chile;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Suficiente;Suficiente;Buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Buena;Suficiente;Muy buena;Buena;Femenino;35-44 años;Ciencias sociales;El 2012 o después
2056;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Masculino;< 35 años;Ingeniería y tecnología;El 2012 o después
2175;8;Otros;Si;No;Si;Si;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Masculino;45-54 años;Ingeniería y tecnología;Antes del 2012
438;8;Otros;Si;No;No;No;Jornada completa;Beca o subsidio de una institución extranjera;Buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Suficiente;Buena;Muy buena;Buena;Buena;Masculino;65-69 años;Humanidades;Antes del 2012
633;8;Chile;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Buena;Suficiente;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Suficiente;Buena;Suficiente;Buena;Pobre;Masculino;< 35 años;Humanidades;El 2012 o después
2311;7;Chile;Si;No;Si;No;Jornada completa;Apoyo del cónyuge, de la pareja o familia;Buena;Suficiente;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Femenino;45-54 años;Ciencias naturales;Antes del 2012
829;7;Chile;Si;No;Si;No;Jornada completa;Ingresos por otro tipo de trabajo distinto a docente o de investigación;Buena;Buena;Buena;Buena;Pobre;Muy pobre;Buena;Suficiente;Buena;Suficiente;Buena;Muy pobre;Muy buena;Suficiente;Suficiente;Suficiente;Buena;Buena;Muy pobre;Femenino;35-44 años;Ciencias sociales;El 2012 o después
374;7;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Femenino;35-44 años;Ingeniería y tecnología;El 2012 o después
1354;8;Otros;No;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Buena;Suficiente;Buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Suficiente;Masculino;< 35 años;Ciencias sociales;El 2012 o después
368;7;Otros;Si;Si;Si;Si;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Buena;Muy buena;Muy buena;Buena;Suficiente;Buena;Muy buena;Femenino;35-44 años;Ciencias sociales;Antes del 2012
2401;7;Otros;Si;Si;Si;Si;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Buena;Suficiente;Femenino;65-69 años;Ciencias naturales;Antes del 2012
167;7;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio de una institución extranjera;Buena;Suficiente;Muy buena;Muy buena;Suficiente;Suficiente;Suficiente;Suficiente;Suficiente;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy pobre;Muy buena;Muy pobre;Femenino;45-54 años;Ciencias naturales;Antes del 2012
2010;7;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Suficiente;Femenino;35-44 años;Ciencias sociales;Antes del 2012
2283;8;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Masculino;35-44 años;Ciencias naturales;Antes del 2012
1119;8;Chile;Si;Si;Si;Si;Jornada completa;Otros;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Masculino;45-54 años;Ciencias naturales;Antes del 2012
2202;7;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Buena;Muy buena;Buena;Suficiente;Buena;Suficiente;Buena;Buena;Muy buena;Suficiente;Buena;Suficiente;Buena;Buena;Suficiente;Suficiente;Suficiente;Femenino;45-54 años;Ciencias naturales;Antes del 2012
1282;8;Otros;Si;Si;No;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Buena;Buena;Suficiente;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Masculino;45-54 años;Ingeniería y tecnología;El 2012 o después
416;8;Otros;No;Si;No;No;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Muy pobre;Masculino;55-64 años;Ciencias naturales;Antes del 2012
411;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Suficiente;Buena;Buena;Pobre;Suficiente;Buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Buena;Buena;Muy buena;Pobre;Muy pobre;Masculino;45-54 años;Ciencias naturales;Antes del 2012
899;7;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Femenino;35-44 años;Ciencias naturales;El 2012 o después
326;7;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Suficiente;Muy buena;Suficiente;Femenino;35-44 años;Ciencias sociales;El 2012 o después
1754;7;Otros;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Pobre;Muy buena;Muy buena;Muy buena;Pobre;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Suficiente;Pobre;Femenino;35-44 años;Ingeniería y tecnología;El 2012 o después
1169;7;Otros;Si;Si;No;No;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Buena;Buena;Muy buena;Buena;Buena;Suficiente;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Muy buena;Suficiente;Buena;Muy buena;Pobre;Femenino;45-54 años;Ciencias naturales;Antes del 2012
1020;8;Otros;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Suficiente;Masculino;35-44 años;Ciencias sociales;El 2012 o después
957;8;Otros;Si;No;No;No;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Buena;Suficiente;Buena;Suficiente;Muy buena;Suficiente;Muy buena;Suficiente;Buena;Suficiente;Muy buena;Suficiente;Pobre;Masculino;55-64 años;Ciencias naturales;Antes del 2012
1659;8;Chile;Si;No;No;No;Jornada parcial;Otros;Buena;Muy buena;Muy buena;Muy buena;Suficiente;Pobre;Pobre;Buena;Muy buena;Buena;Muy buena;Pobre;Muy buena;Pobre;Pobre;Suficiente;Suficiente;Muy pobre;Muy pobre;Masculino;35-44 años;Humanidades;El 2012 o después
1382;8;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Pobre;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Masculino;35-44 años;Ciencias agrícolas y veterinarias;El 2012 o después
